timestamp,symbol,currency,underlying,quoteCurrency,currentQty,avgEntryPrice,breakEvenPrice,markPrice,liquidationPrice,bankruptPrice,realisedPnl,unrealisedPnl,homeNotional,foreignNotional,avgCostPrice,commission,crossMargin,currentComm,currentCost,deleveragePercentile,grossOpenPremium,initMargin,initMarginReq,isOpen,leverage,maintMargin,maintMarginReq,marginCallPrice,markValue,openOrderBuyCost,openOrderBuyPremium,openOrderBuyQty,openOrderSellCost,openOrderSellPremium,openOrderSellQty,openingQty,posComm,posCost,posCross,posInit,posLoss,posMaint,posMargin,positionReport,prevRealisedPnl,prevUnrealisedPnl,realisedCost,rebalancedPnl,riskLimit,riskValue,strategy,unrealisedCost,unrealisedPnlPcnt,unrealisedRoePcnt
2026-04-17T11:53:30.513Z,XBTUSD,XBt,XBT,USD,-1298000,73012.9525,73925.1,75611.8,1000000,1000000,0,-61098757,-17.1665692,1298000,73012.9525,0.0005,true,0,1777755677,1,0,6881811,0.01,true,100,6351922,0.0035,,1716656920,-2491483400,0,1320000,-611853400,0,480000,,0,1777755677,0,0,0,6351922,6351922,"{""account"":1501242,""avgCostPrice"":73012.9525,""avgEntryPrice"":73012.9525,""bankruptPrice"":1000000,""breakEvenPrice"":73925.1,""commission"":0.0005,""crossMargin"":true,""currency"":""XBt"",""currentComm"":0,""currentCost"":1777755677,""currentQty"":-1298000,""deleveragePercentile"":1,""foreignNotional"":1298000,""grossOpenPremium"":0,""homeNotional"":-17.1665692,""initMargin"":6881811,""initMarginReq"":0.01,""isOpen"":true,""leverage"":100,""liquidationPrice"":1000000,""maintMargin"":6351922,""maintMarginReq"":0.0035,""markPrice"":75611.8,""markValue"":1716656920,""openOrderBuyCost"":-2491483400,""openOrderBuyPremium"":0,""openOrderBuyQty"":1320000,""openOrderRealisedPnl"":724822549,""openOrderSellCost"":-611853400,""openOrderSellPremium"":0,""openOrderSellQty"":480000,""posComm"":0,""posCost"":1777755677,""posCross"":0,""posInit"":0,""posLoss"":0,""posMaint"":6351922,""posMargin"":6351922,""prevRealisedPnl"":1404753,""quoteCurrency"":""USD"",""realisedCost"":0,""realisedPnl"":0,""rebalancedPnl"":21934124,""riskLimit"":20000000000,""riskValue"":2341991764,""strategy"":""OneWay"",""symbol"":""XBTUSD"",""timestamp"":""2026-04-17T11:53:30.513Z"",""underlying"":""XBT"",""unrealisedCost"":1777755677,""unrealisedPnl"":-61098757,""unrealisedPnlPcnt"":-0.0344,""unrealisedRoePcnt"":-3.4368}",1404753,,0,21934124,20000000000,2341991764,OneWay,1777755677,-0.0344,-3.4368
